,cit_dis_sch,school,district,city,enroll_act,testtakers_act,reading_act,english_act,math_act,science_act,num_above21_act,pct_above21_act,enroll_sat,testtakers_sat,num_erw_benchmark_sat,pct_erw_benchmark_sat,num_math_benchmark_sat,pct_math_benchmark_sat,num_tot_benchmark_sat,pct_tot_benchmark_sat,act_participation,sat_participation
2076,39686760119743.0,Stockton Early College Academy,Stockton Unified,San Joaquin,99.0,72.0,23.0,21.0,21.0,20.0,38.0,0.5278,99.0,89.0,78.0,0.8764,58.0,0.6517,56.0,0.6292,0.7272727272727273,0.898989898989899
2078,54755235434931.0,Strathmore High,Porterville Unified,Tulare,78.0,11.0,22.08,21.2,21.42,21.36,6.05,0.55,78.0,11.0,8.0,0.6836,5.0,0.4786,5.0,0.4529,0.14102564102564102,0.14102564102564102
2079,1612590130179.0,Street Academy (Alternative),Oakland Unified,Alameda,23.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,23.0,9.0,6.0,0.6836,4.0,0.4786,4.0,0.4529,0.21739130434782608,0.391304347826087
2081,36750443630746.0,Sultana High,Hesperia Unified,San Bernardino,429.0,21.0,21.0,19.0,21.0,21.0,13.0,0.619,429.0,108.0,74.0,0.6852,45.0,0.4167,39.0,0.3611,0.04895104895104895,0.2517482517482518
2082,55724135536750.0,Summerville High,Summerville Union High,Tuolumne,84.0,12.0,22.08,21.2,21.42,21.36,6.6,0.55,84.0,24.0,20.0,0.8333,15.0,0.625,15.0,0.625,0.14285714285714285,0.2857142857142857
2083,54718370109009.0,Summit Charter Academy,Burton Elementary,Tulare,81.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,81.0,33.0,22.0,0.6667,9.0,0.2727,9.0,0.2727,0.06172839506172839,0.4074074074074074
2084,36677100108191.0,Summit High,Fontana Unified,San Bernardino,556.0,512.0,17.0,15.0,17.0,17.0,79.0,0.1543,556.0,241.0,148.0,0.6141,88.0,0.3651,79.0,0.3278,0.920863309352518,0.43345323741007197
2085,36750440107516.0,Summit Leadership Academy-High Desert,Hesperia Unified,San Bernardino,34.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,34.0,3.0,2.0,0.6836,1.0,0.4786,1.0,0.4529,0.029411764705882353,0.08823529411764706
2086,41690620112722.0,Summit Preparatory Charter High,Sequoia Union High,San Mateo,95.0,43.0,21.0,21.0,20.0,22.0,18.0,0.4186,95.0,47.0,26.0,0.5532,18.0,0.383,15.0,0.3191,0.45263157894736844,0.49473684210526314
2087,43694270123745.0,Summit Public School: Rainier,East Side Union High,Santa Clara,105.0,38.0,20.0,20.0,20.0,20.0,15.0,0.3947,105.0,49.0,43.0,0.8776,23.0,0.4694,22.0,0.449,0.3619047619047619,0.4666666666666667
2088,41689240127548.0,Summit Public School: Shasta,Jefferson Union High,San Mateo,101.0,49.0,23.0,22.0,21.0,22.0,34.0,0.6939,101.0,64.0,51.0,0.7969,41.0,0.6406,40.0,0.625,0.48514851485148514,0.6336633663366337
2089,43104390123794.0,Summit Public School: Tahoma,Santa Clara County Office of Education,Santa Clara,96.0,31.0,22.0,22.0,21.0,22.0,15.0,0.4839,96.0,54.0,42.0,0.7778,29.0,0.537,27.0,0.5,0.3229166666666667,0.5625
2091,19647330119651.0,Sun Valley High,Los Angeles Unified,Los Angeles,85.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,85.0,54.0,10.0,0.1852,1.0,0.0185,0.0,0.0,0.011764705882352941,0.6352941176470588
2092,19647336061600.0,Sun Valley Magnet,Los Angeles Unified,Los Angeles,71.0,29.0,18.0,17.0,19.0,19.0,7.0,0.2414,71.0,28.0,15.0,0.5357,13.0,0.4643,9.0,0.3214,0.4084507042253521,0.39436619718309857
2093,30665143037348.0,Sunny Hills High,Fullerton Joint Union High,Orange,563.0,119.0,26.0,27.0,27.0,26.0,99.0,0.8319,563.0,247.0,223.0,0.9028,186.0,0.753,183.0,0.7409,0.2113676731793961,0.43872113676731794
2094,10621661030675.0,Sunnyside High,Fresno Unified,Fresno,620.0,120.0,18.0,17.0,17.0,18.0,26.0,0.2167,620.0,193.0,78.0,0.4041,35.0,0.1813,31.0,0.1606,0.1935483870967742,0.31129032258064515
2095,37683463737384.0,Sunset High (Continuation),San Dieguito Union High,San Diego,63.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,63.0,3.0,2.0,0.6836,1.0,0.4786,1.0,0.4529,0.07936507936507936,0.047619047619047616
2096,33751923330636.0,Susan H. Nelson,Temecula Valley Unified,Riverside,137.0,2.0,22.08,21.2,21.42,21.36,1.1,0.55,137.0,7.0,5.0,0.6836,3.0,0.4786,3.0,0.4529,0.014598540145985401,0.051094890510948905
2097,19647331932383.0,Susan Miller Dorsey Senior High,Los Angeles Unified,Los Angeles,230.0,48.0,16.0,15.0,16.0,15.0,4.0,0.0833,230.0,93.0,22.0,0.2366,5.0,0.0538,4.0,0.043,0.20869565217391303,0.4043478260869565
2098,51714495137500.0,Sutter High,Sutter Union High,Sutter,171.0,22.0,25.0,22.0,24.0,23.0,17.0,0.7727,171.0,49.0,44.0,0.898,32.0,0.6531,32.0,0.6531,0.1286549707602339,0.28654970760233917
2101,37684113738226.0,Sweetwater High,Sweetwater Union High,San Diego,732.0,96.0,20.0,19.0,19.0,20.0,38.0,0.3958,732.0,177.0,125.0,0.7062,86.0,0.4859,83.0,0.4689,0.13114754098360656,0.24180327868852458
2103,19647330130997.0,Sylmar Biotech Health Academy,Los Angeles Unified,Los Angeles,57.0,11.0,22.08,21.2,21.42,21.36,6.05,0.55,57.0,30.0,8.0,0.2667,3.0,0.1,2.0,0.0667,0.19298245614035087,0.5263157894736842
2104,19647331938554.0,Sylmar Charter High,Los Angeles Unified,Los Angeles,361.0,45.0,20.0,18.0,19.0,19.0,15.0,0.3333,361.0,182.0,89.0,0.489,53.0,0.2912,45.0,0.2473,0.12465373961218837,0.5041551246537396
2105,19647330124560.0,Synergy Quantum Academy,Los Angeles Unified,Los Angeles,125.0,15.0,19.0,19.0,20.0,19.0,6.0,0.4,125.0,88.0,41.0,0.4659,19.0,0.2159,15.0,0.1705,0.12,0.704
2106,19647331938612.0,Taft Charter High,Los Angeles Unified,Los Angeles,498.0,80.0,24.0,23.0,22.0,23.0,54.0,0.675,498.0,207.0,154.0,0.744,98.0,0.4734,94.0,0.4541,0.1606425702811245,0.41566265060240964
2108,15638181535905.0,Taft Union High,Taft Union High,Kern,204.0,35.0,21.0,18.0,19.0,19.0,11.0,0.3143,204.0,46.0,33.0,0.7174,15.0,0.3261,15.0,0.3261,0.1715686274509804,0.22549019607843138
2109,31669443138500.0,Tahoe Truckee High,Tahoe-Truckee Unified,Placer,173.0,45.0,26.0,26.0,25.0,25.0,39.0,0.8667,173.0,66.0,51.0,0.7727,40.0,0.6061,37.0,0.5606,0.26011560693641617,0.3815028901734104
2110,33670820113159.0,Tahquitz High,Hemet Unified,Riverside,386.0,28.0,19.0,17.0,18.0,19.0,7.0,0.25,386.0,282.0,127.0,0.4504,58.0,0.2057,53.0,0.1879,0.07253886010362694,0.7305699481865285
2111,21654822133692.0,Tamalpais High,Tamalpais Union High,Marin,376.0,145.0,29.0,29.0,26.0,27.0,135.0,0.931,376.0,149.0,138.0,0.9262,121.0,0.8121,119.0,0.7987,0.38563829787234044,0.3962765957446808
2112,21654822130078.0,Tamiscal High (Alternative),Tamalpais Union High,Marin,45.0,7.0,22.08,21.2,21.42,21.36,3.85,0.55,45.0,5.0,3.0,0.6836,2.0,0.4786,2.0,0.4529,0.15555555555555556,0.1111111111111111
2113,36675870128462.0,Taylion High Desert Academy/Adelanto,Adelanto Elementary,San Bernardino,142.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,142.0,2.0,1.0,0.6836,1.0,0.4786,1.0,0.4529,0.007042253521126761,0.014084507042253521
2114,19647330129627.0,TEACH Tech Charter High,Los Angeles Unified,Los Angeles,70.0,14.0,22.08,21.2,21.42,21.36,7.7,0.55,70.0,46.0,10.0,0.2174,7.0,0.1522,6.0,0.1304,0.2,0.6571428571428571
2115,49738824930384.0,Technology High,Cotati-Rohnert Park Unified,Sonoma,76.0,24.0,27.0,27.0,26.0,25.0,20.0,0.8333,76.0,27.0,26.0,0.963,20.0,0.7407,19.0,0.7037,0.3157894736842105,0.35526315789473684
2116,15638261536135.0,Tehachapi High,Tehachapi Unified,Kern,280.0,14.0,22.08,21.2,21.42,21.36,7.7,0.55,280.0,62.0,51.0,0.8226,33.0,0.5323,33.0,0.5323,0.05,0.22142857142857142
2118,33751923330917.0,Temecula Preparatory,Temecula Valley Unified,Riverside,78.0,20.0,26.0,25.0,22.0,23.0,15.0,0.75,78.0,59.0,54.0,0.9153,32.0,0.5424,31.0,0.5254,0.2564102564102564,0.7564102564102564
2119,33751923330370.0,Temecula Valley High,Temecula Valley Unified,Riverside,642.0,215.0,23.0,22.0,22.0,23.0,133.0,0.6186,642.0,310.0,251.0,0.8097,147.0,0.4742,142.0,0.4581,0.3348909657320872,0.48286604361370716
2120,33751763330487.0,Temescal Canyon High,Lake Elsinore Unified,Riverside,496.0,63.0,21.0,20.0,20.0,20.0,30.0,0.4762,496.0,238.0,161.0,0.6765,110.0,0.4622,102.0,0.4286,0.12701612903225806,0.4798387096774194
2121,19650521938679.0,Temple City High,Temple City Unified,Los Angeles,492.0,90.0,27.0,27.0,27.0,26.0,80.0,0.8889,492.0,235.0,219.0,0.9319,195.0,0.8298,186.0,0.7915,0.18292682926829268,0.47764227642276424
2122,40688414037701.0,Templeton High,Templeton Unified,San Luis Obispo,171.0,69.0,24.0,24.0,22.0,23.0,50.0,0.7246,171.0,52.0,47.0,0.9038,32.0,0.6154,32.0,0.6154,0.40350877192982454,0.30409356725146197
2124,1611920138339.0,Tennyson High,Hayward Unified,Alameda,338.0,13.0,22.08,21.2,21.42,21.36,7.15,0.55,338.0,89.0,45.0,0.5056,22.0,0.2472,17.0,0.191,0.038461538461538464,0.26331360946745563
2125,21654662134005.0,Terra Linda High,San Rafael City High,Marin,300.0,56.0,25.0,24.0,23.0,23.0,39.0,0.6964,300.0,126.0,102.0,0.8095,71.0,0.5635,71.0,0.5635,0.18666666666666668,0.42
2126,41689244137535.0,Terra Nova High,Jefferson Union High,San Mateo,208.0,23.0,27.0,26.0,25.0,26.0,19.0,0.8261,208.0,171.0,130.0,0.7602,92.0,0.538,90.0,0.5263,0.11057692307692307,0.8221153846153846
2127,30664643030756.0,Tesoro High,Capistrano Unified,Orange,668.0,259.0,26.0,26.0,25.0,25.0,208.99,0.8069,668.0,250.0,237.0,0.948,192.0,0.768,189.0,0.756,0.38772455089820357,0.37425149700598803
2129,56739405630371.0,The High School at Moorpark College,Moorpark Unified,Ventura,23.0,4.0,22.08,21.2,21.42,21.36,2.2,0.55,23.0,4.0,3.0,0.6836,2.0,0.4786,2.0,0.4529,0.17391304347826086,0.17391304347826086
2130,34674390101907.0,The MET,Sacramento City Unified,Sacramento,60.0,6.0,22.08,21.2,21.42,21.36,3.3,0.55,60.0,15.0,7.0,0.4667,3.0,0.2,3.0,0.2,0.1,0.25
2131,37683386061964.0,The O'Farrell Charter,San Diego Unified,San Diego,125.0,97.0,19.0,18.0,19.0,20.0,27.0,0.2784,125.0,64.0,44.0,0.6875,33.0,0.5156,28.0,0.4375,0.776,0.512
2133,19647331937424.0,Theodore Roosevelt Senior High,Los Angeles Unified,Los Angeles,306.0,68.0,16.0,15.0,16.0,16.0,9.0,0.1324,306.0,116.0,45.0,0.3879,11.0,0.0948,11.0,0.0948,0.2222222222222222,0.3790849673202614
2134,19647336019475.0,Thirty-Second Street USC Performing Arts,Los Angeles Unified,Los Angeles,73.0,11.0,22.08,21.2,21.42,21.36,6.05,0.55,73.0,57.0,31.0,0.5439,12.0,0.2105,11.0,0.193,0.1506849315068493,0.7808219178082192
2135,50711755031802.0,Thomas Downey High,Modesto City High,Stanislaus,479.0,69.0,21.0,20.0,21.0,21.0,31.0,0.4493,479.0,142.0,97.0,0.6831,52.0,0.3662,47.0,0.331,0.1440501043841336,0.2964509394572025
2136,19647331934371.0,Thomas Jefferson Senior High,Los Angeles Unified,Los Angeles,116.0,50.0,15.0,14.0,16.0,16.0,1.0,0.02,116.0,68.0,16.0,0.2353,7.0,0.1029,6.0,0.0882,0.43103448275862066,0.5862068965517241
2138,56737595637004.0,Thousand Oaks High,Conejo Valley Unified,Ventura,528.0,119.0,27.0,26.0,26.0,26.0,102.99,0.8655,528.0,169.0,160.0,0.9467,128.0,0.7574,127.0,0.7515,0.22537878787878787,0.32007575757575757
2140,39685853934759.0,Tokay High,Lodi Unified,San Joaquin,490.0,92.0,21.0,20.0,22.0,22.0,45.0,0.4891,490.0,111.0,83.0,0.7477,68.0,0.6126,62.0,0.5586,0.18775510204081633,0.22653061224489796
2141,21733612134310.0,Tomales High,Shoreline Unified,Marin,37.0,4.0,22.08,21.2,21.42,21.36,2.2,0.55,37.0,27.0,14.0,0.5185,9.0,0.3333,6.0,0.2222,0.10810810810810811,0.7297297297297297
2142,19650601938752.0,Torrance High,Torrance Unified,Los Angeles,509.0,105.0,24.0,23.0,23.0,23.0,71.0,0.6762,509.0,218.0,182.0,0.8349,132.0,0.6055,127.0,0.5826,0.206286836935167,0.42829076620825146
2143,37683463730033.0,Torrey Pines High,San Dieguito Union High,San Diego,627.0,355.0,28.0,28.0,28.0,28.0,326.0,0.9183,627.0,175.0,167.0,0.9543,155.0,0.8857,151.0,0.8629,0.5661881977671451,0.27910685805422647
2144,30736353030392.0,Trabuco Hills High,Saddleback Valley Unified,Orange,669.0,152.0,26.0,26.0,26.0,25.0,125.99,0.8289,669.0,194.0,183.0,0.9433,147.0,0.7577,146.0,0.7526,0.22720478325859492,0.28998505231689087
2145,39754993938008.0,Tracy High,Tracy Joint Unified,San Joaquin,455.0,60.0,24.0,24.0,23.0,23.0,41.0,0.6833,455.0,147.0,124.0,0.8435,85.0,0.5782,79.0,0.5374,0.13186813186813187,0.3230769230769231
2146,10752341037456.0,Tranquillity High,Golden Plains Unified,Fresno,120.0,19.0,15.0,14.0,15.0,15.0,0.0,0.0,120.0,27.0,10.0,0.3704,0.0,0.0,0.0,0.0,0.15833333333333333,0.225
2147,53765135337456.0,Trinity High,Trinity Alps Unified,Trinity,91.0,15.0,24.0,24.0,23.0,23.0,11.0,0.7333,91.0,10.0,7.0,0.6836,5.0,0.4786,5.0,0.4529,0.16483516483516483,0.10989010989010989
2148,42691120124255.0,Trivium Charter,Blochman Union Elementary,Santa Barbara,24.0,3.0,22.08,21.2,21.42,21.36,1.65,0.55,24.0,4.0,3.0,0.6836,2.0,0.4786,2.0,0.4529,0.125,0.16666666666666666
2150,30665143037496.0,Troy High,Fullerton Joint Union High,Orange,624.0,178.0,30.0,30.0,30.0,29.0,170.01,0.9551,624.0,286.0,273.0,0.9545,257.0,0.8986,254.0,0.8881,0.28525641025641024,0.4583333333333333
2151,54722495435409.0,Tulare Union High,Tulare Joint Union High,Tulare,382.0,66.0,21.0,19.0,21.0,20.0,28.0,0.4242,382.0,130.0,77.0,0.5923,67.0,0.5154,58.0,0.4462,0.17277486910994763,0.3403141361256545
2152,54722495435466.0,Tulare Western High,Tulare Joint Union High,Tulare,417.0,93.0,20.0,18.0,18.0,19.0,29.0,0.3118,417.0,133.0,86.0,0.6466,45.0,0.3383,43.0,0.3233,0.22302158273381295,0.31894484412470026
2153,25735934737250.0,Tulelake High,Tulelake Basin Joint Unified,Modoc,25.0,15.0,18.0,15.0,17.0,18.0,1.0,0.0667,25.0,3.0,2.0,0.6836,1.0,0.4786,1.0,0.4529,0.6,0.12
2154,50757395037700.0,Turlock High,Turlock Unified,Stanislaus,543.0,53.0,24.0,22.0,22.0,22.0,36.0,0.6792,543.0,171.0,129.0,0.7544,87.0,0.5088,81.0,0.4737,0.09760589318600368,0.3149171270718232
2156,30736433037553.0,Tustin High,Tustin Unified,Orange,577.0,164.0,21.0,18.0,20.0,20.0,70.0,0.4268,577.0,283.0,199.0,0.7032,128.0,0.4523,121.0,0.4276,0.28422876949740034,0.4904679376083189
2157,37683383730231.0,Twain High,San Diego Unified,San Diego,196.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,196.0,4.0,3.0,0.6836,2.0,0.4786,2.0,0.4529,0.00510204081632653,0.02040816326530612
2158,36677773636743.0,Twentynine Palms High,Morongo Unified,San Bernardino,172.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,172.0,29.0,26.0,0.8966,13.0,0.4483,13.0,0.4483,0.029069767441860465,0.1686046511627907
2159,19647330119693.0,UCLA Community K-12,Los Angeles Unified,Los Angeles,91.0,21.0,18.0,16.0,18.0,18.0,4.0,0.1905,91.0,54.0,32.0,0.5926,22.0,0.4074,21.0,0.3889,0.23076923076923078,0.5934065934065934
2160,23656152335024.0,Ukiah High,Ukiah Unified,Mendocino,365.0,22.0,25.0,23.0,23.0,22.0,15.0,0.6818,365.0,81.0,68.0,0.8395,52.0,0.642,49.0,0.6049,0.06027397260273973,0.2219178082191781
2161,23656150128280.0,Ukiah Independent Study Academy,Ukiah Unified,Mendocino,34.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,34.0,2.0,1.0,0.6836,1.0,0.4786,1.0,0.4529,0.029411764705882353,0.058823529411764705
2162,19647331933795.0,Ulysses S. Grant Senior High,Los Angeles Unified,Los Angeles,432.0,41.0,21.0,21.0,21.0,21.0,22.0,0.5366,432.0,151.0,92.0,0.6093,61.0,0.404,55.0,0.3642,0.09490740740740741,0.34953703703703703
2163,9618530930164.0,Union Mine High,El Dorado Union High,El Dorado,259.0,48.0,24.0,23.0,22.0,22.0,32.0,0.6667,259.0,63.0,54.0,0.8571,45.0,0.7143,40.0,0.6349,0.18532818532818532,0.24324324324324326
2164,37683383730314.0,University City High,San Diego Unified,San Diego,459.0,115.0,27.0,27.0,26.0,26.0,101.0,0.8783,459.0,196.0,156.0,0.7959,121.0,0.6173,117.0,0.5969,0.25054466230936817,0.42701525054466233
2165,10621660114553.0,University High,Fresno Unified,Fresno,120.0,86.0,28.0,28.0,25.0,26.0,79.0,0.9186,120.0,76.0,76.0,1.0,67.0,0.8816,67.0,0.8816,0.7166666666666667,0.6333333333333333
2166,30736503035102.0,University High,Irvine Unified,Orange,633.0,233.0,29.0,29.0,29.0,28.0,219.0,0.9399,633.0,205.0,189.0,0.922,185.0,0.9024,179.0,0.8732,0.36808846761453395,0.32385466034755134
2167,19647331938885.0,University High School Charter,Los Angeles Unified,Los Angeles,336.0,58.0,21.0,21.0,20.0,20.0,25.0,0.431,336.0,193.0,121.0,0.6269,82.0,0.4249,76.0,0.3938,0.17261904761904762,0.5744047619047619
2169,45701360106013.0,University Preparatory,Shasta Union High,Shasta,127.0,24.0,28.0,27.0,27.0,27.0,21.0,0.875,127.0,72.0,68.0,0.9444,63.0,0.875,61.0,0.8472,0.1889763779527559,0.5669291338582677
2170,36679340110064.0,University Preparatory,Victor Valley Union High,San Bernardino,164.0,43.0,22.0,22.0,22.0,21.0,24.0,0.5581,164.0,109.0,96.0,0.8807,66.0,0.6055,65.0,0.5963,0.2621951219512195,0.6646341463414634
2171,43104390113431.0,University Preparatory Academy Charter,Santa Clara County Office of Education,Santa Clara,99.0,33.0,27.0,28.0,27.0,27.0,27.0,0.8182,99.0,51.0,48.0,0.9412,38.0,0.7451,37.0,0.7255,0.3333333333333333,0.5151515151515151
2172,54105460119602.0,University Preparatory High,Tulare County Office of Education,Tulare,50.0,13.0,22.08,21.2,21.42,21.36,7.15,0.55,50.0,26.0,22.0,0.8462,16.0,0.6154,16.0,0.6154,0.26,0.52
2173,19647330132027.0,University Preparatory Value High,Los Angeles Unified,Los Angeles,113.0,34.0,18.0,16.0,18.0,18.0,7.0,0.2059,113.0,97.0,34.0,0.3505,15.0,0.1546,14.0,0.1443,0.3008849557522124,0.8584070796460177
2174,36750693637584.0,Upland High,Upland Unified,San Bernardino,764.0,62.0,21.0,21.0,21.0,21.0,30.0,0.4839,764.0,296.0,229.0,0.7736,146.0,0.4932,142.0,0.4797,0.08115183246073299,0.387434554973822
2179,17769761737006.0,Upper Lake High,Upper Lake Unified,Lake,74.0,18.0,18.0,16.0,17.0,17.0,4.0,0.2222,74.0,12.0,8.0,0.6836,6.0,0.4786,5.0,0.4529,0.24324324324324326,0.16216216216216217
2181,48705734837803.0,Vacaville High,Vacaville Unified,Solano,431.0,58.0,22.0,22.0,22.0,22.0,34.0,0.5862,431.0,189.0,150.0,0.7937,111.0,0.5873,107.0,0.5661,0.1345707656612529,0.4385150812064965
2183,19651361995802.0,Valencia High,William S. Hart Union High,Los Angeles,714.0,163.0,25.0,25.0,25.0,24.0,129.0,0.7914,714.0,251.0,227.0,0.9044,174.0,0.6932,169.0,0.6733,0.22829131652661064,0.35154061624649857
2184,30666473038023.0,Valencia High,Placentia-Yorba Linda Unified,Orange,663.0,173.0,23.0,22.0,24.0,23.0,94.99,0.5491,663.0,217.0,169.0,0.7788,157.0,0.7235,143.0,0.659,0.2609351432880845,0.3273001508295626
2185,37681303730066.0,Valhalla High,Grossmont Union High,San Diego,565.0,85.0,25.0,24.0,24.0,24.0,67.0,0.7882,565.0,148.0,128.0,0.8649,90.0,0.6081,88.0,0.5946,0.1504424778761062,0.26194690265486725
2188,42750100136630.0,Valiant Santa Barbara,Cuyama Joint Unified,Santa Barbara,6.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,6.0,1.0,1.0,0.6836,0.0,0.4786,0.0,0.4529,0.16666666666666666,0.16666666666666666
2189,48705814838504.0,Vallejo High,Vallejo City Unified,Solano,361.0,12.0,22.08,21.2,21.42,21.36,6.6,0.55,361.0,69.0,37.0,0.5362,15.0,0.2174,13.0,0.1884,0.0332409972299169,0.19113573407202217
2190,19647330124362.0,Valley Academy of Arts and Sciences,Los Angeles Unified,Los Angeles,262.0,30.0,21.0,20.0,19.0,20.0,10.0,0.3333,262.0,107.0,57.0,0.5327,28.0,0.2617,25.0,0.2336,0.11450381679389313,0.4083969465648855
2191,37756143731114.0,Valley Center High,Valley Center-Pauma Unified,San Diego,267.0,50.0,22.0,21.0,21.0,22.0,25.0,0.5,267.0,109.0,77.0,0.7064,43.0,0.3945,41.0,0.3761,0.18726591760299627,0.40823970037453183
2194,34673143430170.0,Valley High,Elk Grove Unified,Sacramento,369.0,70.0,19.0,18.0,19.0,20.0,20.0,0.2857,369.0,184.0,92.0,0.5,50.0,0.2717,43.0,0.2337,0.1897018970189702,0.4986449864498645
2195,30666703036456.0,Valley High,Santa Ana Unified,Orange,466.0,66.0,18.0,17.0,18.0,18.0,14.0,0.2121,466.0,407.0,103.0,0.2531,49.0,0.1204,39.0,0.0958,0.14163090128755365,0.8733905579399142
2196,19647330137612.0,Valley International Preparatory High,Los Angeles Unified,Los Angeles,71.0,20.0,26.0,22.0,20.0,22.0,13.0,0.65,71.0,38.0,33.0,0.8684,18.0,0.4737,18.0,0.4737,0.28169014084507044,0.5352112676056338
2199,33671243330438.0,Valley View High,Moreno Valley Unified,Riverside,595.0,36.0,22.0,21.0,21.0,21.0,16.0,0.4444,595.0,538.0,227.0,0.4219,123.0,0.2286,115.0,0.2138,0.06050420168067227,0.9042016806722689
2200,19647330127894.0,Valor Academy High,Los Angeles Unified,Los Angeles,122.0,82.0,15.0,15.0,17.0,17.0,8.0,0.0976,122.0,45.0,15.0,0.3333,9.0,0.2,7.0,0.1556,0.6721311475409836,0.36885245901639346
2201,19647331938968.0,Van Nuys Senior High,Los Angeles Unified,Los Angeles,535.0,97.0,26.0,26.0,25.0,25.0,80.0,0.8247,535.0,240.0,204.0,0.85,150.0,0.625,148.0,0.6167,0.18130841121495328,0.4485981308411215
2202,48705654838801.0,Vanden High,Travis Unified,Solano,367.0,40.0,25.0,23.0,23.0,24.0,28.0,0.7,367.0,162.0,132.0,0.8148,90.0,0.5556,87.0,0.537,0.10899182561307902,0.44141689373297005
2203,19753091995786.0,Vasquez High,Acton-Agua Dulce Unified,Los Angeles,86.0,8.0,22.08,21.2,21.42,21.36,4.4,0.55,86.0,19.0,16.0,0.8421,10.0,0.5263,10.0,0.5263,0.09302325581395349,0.22093023255813954
2204,19647336019715.0,Vaughn Next Century Learning Center,Los Angeles Unified,Los Angeles,157.0,35.0,18.0,17.0,17.0,18.0,7.0,0.2,157.0,102.0,50.0,0.4902,23.0,0.2255,22.0,0.2157,0.2229299363057325,0.6496815286624203
2205,19647331939040.0,Venice Senior High,Los Angeles Unified,Los Angeles,398.0,96.0,23.0,22.0,22.0,22.0,57.0,0.5938,398.0,197.0,140.0,0.7107,97.0,0.4924,93.0,0.4721,0.24120603015075376,0.4949748743718593
2206,56726525637822.0,Ventura High,Ventura Unified,Ventura,480.0,88.0,24.0,22.0,22.0,22.0,59.0,0.6705,480.0,119.0,104.0,0.8739,77.0,0.6471,76.0,0.6387,0.18333333333333332,0.24791666666666667
2207,7618040730218.0,Venture (Alternative),San Ramon Valley Unified,Contra Costa,50.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,50.0,4.0,3.0,0.6836,2.0,0.4786,2.0,0.4529,0.1,0.08
2208,39103973930476.0,Venture Academy,San Joaquin County Office of Education,San Joaquin,266.0,22.0,18.0,17.0,17.0,18.0,4.0,0.1818,266.0,77.0,47.0,0.6104,18.0,0.2338,18.0,0.2338,0.08270676691729323,0.2894736842105263
2209,19645681995497.0,Verdugo Academy,Glendale Unified,Los Angeles,24.0,4.0,22.08,21.2,21.42,21.36,2.2,0.55,24.0,4.0,3.0,0.6836,2.0,0.4786,2.0,0.4529,0.16666666666666666,0.16666666666666666
2210,19647331939107.0,Verdugo Hills Senior High,Los Angeles Unified,Los Angeles,327.0,14.0,22.08,21.2,21.42,21.36,7.7,0.55,327.0,108.0,79.0,0.7315,54.0,0.5,52.0,0.4815,0.04281345565749235,0.3302752293577982
2211,36679343638012.0,Victor Valley High,Victor Valley Union High,San Bernardino,425.0,39.0,18.0,17.0,19.0,18.0,8.0,0.2051,425.0,89.0,56.0,0.6292,26.0,0.2921,21.0,0.236,0.09176470588235294,0.20941176470588235
2212,19647331930429.0,View Park Continuation,Los Angeles Unified,Los Angeles,39.0,4.0,22.08,21.2,21.42,21.36,2.2,0.55,39.0,3.0,2.0,0.6836,1.0,0.4786,1.0,0.4529,0.10256410256410256,0.07692307692307693
2213,30666213038098.0,Villa Park High,Orange Unified,Orange,584.0,85.0,25.0,26.0,25.0,25.0,70.0,0.8235,584.0,489.0,313.0,0.6401,218.0,0.4458,207.0,0.4233,0.14554794520547945,0.8373287671232876
2214,19649071996495.0,Village Academy High School at Indian Hill,Pomona Unified,Los Angeles,74.0,6.0,22.08,21.2,21.42,21.36,3.3,0.55,74.0,31.0,16.0,0.5161,4.0,0.129,4.0,0.129,0.08108108108108109,0.4189189189189189
