,cit_dis_sch,school,district,city,enroll_act,testtakers_act,reading_act,english_act,math_act,science_act,num_above21_act,pct_above21_act,enroll_sat,testtakers_sat,num_erw_benchmark_sat,pct_erw_benchmark_sat,num_math_benchmark_sat,pct_math_benchmark_sat,num_tot_benchmark_sat,pct_tot_benchmark_sat,act_participation,sat_participation
82,43695830102368.0,Ann Sobrato High,Morgan Hill Unified,Santa Clara,292.0,83.0,25.0,24.0,25.0,24.0,69.0,0.8313,292.0,163.0,141.0,0.865,121.0,0.7423,114.0,0.6994,0.2842465753424658,0.5582191780821918
83,31669280116459.0,Antelope High,Roseville Joint Union High,Placer,442.0,92.0,23.0,22.0,22.0,22.0,61.0,0.663,442.0,193.0,151.0,0.7824,103.0,0.5337,96.0,0.4974,0.2081447963800905,0.43665158371040724
84,19642461930213.0,Antelope Valley High,Antelope Valley Union High,Los Angeles,454.0,18.0,21.0,18.0,17.0,19.0,4.0,0.2222,454.0,83.0,37.0,0.4458,9.0,0.1084,8.0,0.0964,0.039647577092511016,0.1828193832599119
86,7616480730861.0,Antioch High,Antioch Unified,Contra Costa,456.0,50.0,20.0,18.0,18.0,19.0,15.0,0.3,456.0,110.0,64.0,0.5818,25.0,0.2273,22.0,0.2,0.10964912280701754,0.2412280701754386
87,35752593530060.0,Anzar High,Aromas - San Juan Unified,San Benito,75.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,75.0,21.0,16.0,0.7619,12.0,0.5714,10.0,0.4762,0.06666666666666667,0.28
88,19647330117077.0,APEX Academy,Los Angeles Unified,Los Angeles,82.0,30.0,15.0,13.0,15.0,15.0,0.0,0.0,82.0,46.0,7.0,0.1522,1.0,0.0217,1.0,0.0217,0.36585365853658536,0.5609756097560976
89,36750773630423.0,Apple Valley High,Apple Valley Unified,San Bernardino,551.0,55.0,22.0,22.0,20.0,21.0,30.0,0.5455,551.0,186.0,150.0,0.8065,70.0,0.3763,67.0,0.3602,0.0998185117967332,0.33756805807622503
90,19648080124552.0,Applied Technology Center,Montebello Unified,Los Angeles,123.0,26.0,20.0,18.0,16.0,18.0,6.0,0.2308,123.0,77.0,47.0,0.6104,15.0,0.1948,15.0,0.1948,0.21138211382113822,0.6260162601626016
91,44697994430518.0,Aptos High,Pajaro Valley Unified,Santa Cruz,335.0,65.0,26.0,25.0,24.0,24.0,53.0,0.8154,335.0,121.0,109.0,0.9008,84.0,0.6942,82.0,0.6777,0.19402985074626866,0.3611940298507463
92,41690474130217.0,Aragon High,San Mateo Union High,San Mateo,385.0,93.0,28.0,28.0,28.0,26.0,83.0,0.8925,385.0,172.0,157.0,0.9128,137.0,0.7965,135.0,0.7849,0.24155844155844156,0.44675324675324674
93,19642611930288.0,Arcadia High,Arcadia Unified,Los Angeles,829.0,192.0,28.0,29.0,28.0,27.0,175.01,0.9115,829.0,369.0,343.0,0.9295,326.0,0.8835,312.0,0.8455,0.2316043425814234,0.4451145958986731
94,12626871230705.0,Arcata High,Northern Humboldt Union High,Humboldt,210.0,40.0,28.0,26.0,25.0,25.0,36.0,0.9,210.0,58.0,54.0,0.931,40.0,0.6897,40.0,0.6897,0.19047619047619047,0.2761904761904762
95,56725460120634.0,Architecture Construction & Engineering Charter High (ACE),Oxnard Union High,Ventura,45.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,45.0,10.0,7.0,0.6836,5.0,0.4786,5.0,0.4529,0.1111111111111111,0.2222222222222222
96,3739810334755.0,Argonaut High,Amador County Unified,Amador,96.0,20.0,23.0,21.0,21.0,21.0,13.0,0.65,96.0,27.0,21.0,0.7778,17.0,0.6296,15.0,0.5556,0.20833333333333334,0.28125
97,1612590115238.0,ARISE High,Oakland Unified,Alameda,68.0,4.0,22.08,21.2,21.42,21.36,2.2,0.55,68.0,39.0,13.0,0.3333,6.0,0.1538,4.0,0.1026,0.058823529411764705,0.5735294117647058
99,19647330112045.0,Arleta High,Los Angeles Unified,Los Angeles,311.0,2.0,22.08,21.2,21.42,21.36,1.1,0.55,311.0,147.0,46.0,0.3129,27.0,0.1837,21.0,0.1429,0.006430868167202572,0.47266881028938906
